0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4.821,1.481,14.727,7.635,9.091,0.71,9.035,6.389,0.933,65.704,0.599,0.309,0.608,0.041,0.041,0.856,0.833,20.833,3.227,5
4.178,1.305,19.667,7.48,6.008,0.636,6.904,4.882,0.905,41.132,0.61,0.333,0.389,0.097,0.097,0.708,0.75,13.5,2.598,2
4.476,1.278,10.389,3.543,6.327,0.706,9.653,6.826,0.933,68.45,0.631,0.288,0.5,0.059,0.059,0.822,0.824,23.059,3.395,5
4.753,1.406,9.714,4.788,7.674,0.603,11.118,7.861,0.913,56.004,0.624,0.302,0.533,0.047,0.047,0.722,0.641,26.266,3.624,4
4.975,1.494,9.412,5.707,8.816,0.65,8.222,5.814,0.915,50.072,0.681,0.266,0.56,0.083,0.083,0.734,0.552,8.828,2.101,4
4.58,1.367,17.25,7.27,8.039,0.594,8.549,6.045,0.902,44.487,0.594,0.341,0.431,0.13,0.13,0.74,0.762,24.381,3.491,2
4.53,1.394,18.0,7.878,7.835,0.646,9.097,6.432,0.918,53.967,0.641,0.291,0.535,0.063,0.063,0.756,0.757,21.189,3.255,1
4.198,1.317,18.556,7.192,6.027,0.581,7.506,5.308,0.894,38.521,0.563,0.298,0.479,0.096,0.096,0.681,0.786,17.286,2.94,2
4.397,1.353,13.6,5.679,6.559,0.64,7.46,5.275,0.909,44.643,0.625,0.294,0.447,0.118,0.118,0.788,0.8,16.0,2.828,1
4.6,1.418,9.167,4.72,6.639,0.727,7.628,5.394,0.932,60.298,0.609,0.224,0.567,0.06,0.06,0.851,0.867,11.267,2.373,5
4.685,1.464,15.895,7.879,8.482,0.629,10.933,7.731,0.919,59.411,0.632,0.356,0.372,0.079,0.079,0.764,0.779,41.309,4.545,2
4.498,1.421,27.3,11.828,8.216,0.531,8.776,6.205,0.887,39.144,0.597,0.282,0.509,0.086,0.086,0.644,0.565,14.696,2.711,1
4.86,1.54,8.333,5.832,7.767,0.86,6.081,4.3,0.961,93.796,0.58,0.241,0.69,0.034,0.034,0.897,0.857,5.143,1.604,3
5.129,1.554,9.182,6.333,9.594,0.624,8.865,6.269,0.911,49.556,0.718,0.29,0.552,0.055,0.055,0.662,0.667,18.667,3.055,5
4.645,1.414,9.5,4.806,7.002,0.711,8.76,6.194,0.932,64.147,0.638,0.258,0.608,0.062,0.062,0.804,0.68,11.56,2.404,3
4.477,1.375,12.862,5.655,6.882,0.558,10.77,7.615,0.901,48.78,0.633,0.377,0.394,0.097,0.097,0.699,0.652,37.798,4.347,1
4.424,1.364,9.438,4.189,5.749,0.689,8.463,5.985,0.926,57.847,0.636,0.292,0.51,0.052,0.052,0.802,0.857,20.571,3.207,4
4.594,1.388,13.75,6.149,7.681,0.648,8.33,5.89,0.915,50.414,0.673,0.324,0.514,0.063,0.063,0.739,0.722,18.778,3.064,1
4.688,1.447,14.1,6.981,8.259,0.674,8.0,5.657,0.92,52.516,0.667,0.309,0.468,0.074,0.074,0.734,0.759,16.69,2.889,2
4.486,1.392,13.455,6.082,7.035,0.655,7.973,5.638,0.915,49.534,0.628,0.301,0.441,0.097,0.097,0.796,0.786,17.286,2.94,2
4.225,1.279,13.875,4.917,5.643,0.667,7.024,4.967,0.914,45.688,0.64,0.282,0.535,0.056,0.056,0.746,0.75,11.25,2.372,2
4.33,1.301,13.719,5.108,6.205,0.399,8.352,5.906,0.849,29.004,0.599,0.316,0.433,0.095,0.095,0.471,0.446,16.494,2.872,2
4.735,1.452,14.879,7.348,8.633,0.493,10.921,7.723,0.886,42.584,0.642,0.321,0.489,0.067,0.067,0.613,0.604,36.842,4.292,1
4.459,1.384,17.867,7.713,7.424,0.463,7.575,5.356,0.862,30.148,0.608,0.221,0.534,0.055,0.055,0.558,0.583,12.25,2.475,2
4.286,1.316,16.333,6.313,6.302,0.684,6.768,4.786,0.917,46.491,0.622,0.328,0.443,0.082,0.082,0.77,0.9,16.2,2.846,2
4.744,1.391,10.759,5.02,7.918,0.577,10.19,7.206,0.904,49.026,0.686,0.234,0.626,0.037,0.037,0.636,0.68,23.12,3.4,4
4.281,1.302,16.0,6.015,6.239,0.688,6.736,4.763,0.918,46.847,0.625,0.35,0.417,0.1,0.1,0.767,0.905,17.19,2.932,2
4.345,1.375,21.091,8.86,7.041,0.509,7.747,5.478,0.876,33.665,0.53,0.309,0.504,0.081,0.081,0.626,0.579,12.737,2.524,1
4.606,1.36,13.31,5.65,7.679,0.562,11.045,7.81,0.903,50.254,0.645,0.257,0.49,0.108,0.108,0.655,0.672,28.891,3.801,5
4.533,1.347,10.714,4.479,6.733,0.68,5.889,4.164,0.911,40.085,0.6,0.311,0.6,0.044,0.044,0.867,1.0,14.0,2.646,3
4.358,1.294,15.571,5.747,6.616,0.807,8.429,5.96,0.954,93.671,0.624,0.309,0.559,0.059,0.059,0.912,0.857,15.429,2.777,4
4.667,1.344,15.0,6.124,8.267,0.611,8.199,5.798,0.905,44.864,0.65,0.265,0.624,0.034,0.034,0.752,0.839,21.806,3.302,2
4.639,1.421,14.737,6.93,8.079,0.561,9.383,6.634,0.897,44.19,0.657,0.38,0.386,0.103,0.103,0.636,0.7,34.3,4.141,2
4.436,1.261,8.074,2.444,5.286,0.532,7.857,5.555,0.883,35.816,0.592,0.287,0.566,0.07,0.07,0.643,0.676,16.892,2.906,3
4.455,1.325,15.375,6.044,7.135,0.618,6.853,4.846,0.9,38.956,0.618,0.355,0.408,0.105,0.105,0.684,0.704,13.37,2.586,1
4.855,1.395,13.48,6.124,9.093,0.638,11.712,8.281,0.923,64.176,0.656,0.33,0.498,0.068,0.068,0.756,0.808,47.685,4.883,5
4.68,1.419,13.125,6.274,8.059,0.575,13.18,9.32,0.912,58.97,0.619,0.277,0.588,0.058,0.058,0.723,0.833,62.5,5.59,5
4.795,1.359,7.8,3.488,7.161,0.795,4.964,3.51,0.937,51.366,0.59,0.174,0.652,0.087,0.087,0.913,1.0,4.0,1.414,3
4.617,1.377,12.346,5.473,7.564,0.576,10.326,7.301,0.905,49.452,0.685,0.277,0.527,0.041,0.041,0.668,0.656,26.23,3.621,4
4.741,1.403,12.848,5.98,8.349,0.601,12.384,8.757,0.916,60.388,0.632,0.295,0.571,0.078,0.078,0.746,0.785,48.658,4.932,5
4.232,1.272,12.633,4.344,5.473,0.588,11.455,8.1,0.911,55.127,0.583,0.394,0.389,0.118,0.118,0.742,0.678,40.011,4.473,2
4.445,1.308,13.97,5.293,6.882,0.499,10.712,7.575,0.887,42.531,0.601,0.264,0.426,0.123,0.123,0.628,0.644,30.26,3.89,2
4.519,1.281,10.756,3.723,6.666,0.488,10.238,7.239,0.882,40.15,0.649,0.217,0.608,0.052,0.052,0.566,0.726,32.661,4.041,1
4.806,1.273,9.391,3.096,7.863,0.657,9.662,6.832,0.922,58.553,0.676,0.342,0.473,0.034,0.034,0.747,0.74,27.38,3.7,3
4.924,1.38,13.167,5.826,9.428,0.81,7.201,5.092,0.952,82.142,0.608,0.292,0.521,0.0,0.0,0.938,0.929,12.071,2.457,5
4.51,1.412,13.909,6.493,7.237,0.673,8.327,5.888,0.921,54.284,0.634,0.258,0.567,0.082,0.082,0.742,0.8,16.0,2.828,3
4.812,1.481,13.3,7.075,8.826,0.722,8.324,5.886,0.933,63.906,0.609,0.284,0.556,0.037,0.037,0.877,0.826,15.696,2.801,4
4.374,1.326,10.389,4.111,5.76,0.674,9.214,6.515,0.925,59.24,0.647,0.306,0.512,0.066,0.066,0.719,0.757,21.189,3.255,4
5.045,1.545,11.143,6.985,9.694,0.718,8.967,6.341,0.934,67.191,0.628,0.276,0.52,0.041,0.041,0.806,0.815,17.926,2.994,4
5.003,1.526,13.32,7.606,9.895,0.604,11.015,7.789,0.913,55.711,0.682,0.383,0.419,0.057,0.057,0.692,0.644,36.046,4.245,1
4.545,1.351,14.8,6.128,7.561,0.604,8.993,6.359,0.907,47.518,0.604,0.313,0.478,0.09,0.09,0.746,0.786,25.929,3.601,2
4.719,1.488,18.286,9.103,8.912,0.563,9.0,6.364,0.896,42.928,0.602,0.338,0.468,0.071,0.071,0.714,0.75,29.25,3.824,1
4.582,1.402,11.711,5.524,7.24,0.537,11.33,8.011,0.898,48.248,0.596,0.309,0.389,0.087,0.087,0.717,0.561,25.805,3.592,2
4.331,1.265,7.87,2.408,4.608,0.68,9.143,6.465,0.926,59.944,0.635,0.365,0.435,0.096,0.096,0.748,0.738,22.881,3.382,4
4.594,1.371,12.087,5.296,7.383,0.615,10.256,7.252,0.914,54.401,0.604,0.286,0.53,0.048,0.048,0.702,0.646,20.021,3.164,3
4.734,1.489,16.588,8.454,8.832,0.493,8.277,5.853,0.875,34.419,0.606,0.316,0.48,0.064,0.064,0.573,0.611,20.167,3.175,2
4.247,1.314,16.444,6.331,6.096,0.497,8.544,6.042,0.877,35.581,0.595,0.239,0.563,0.085,0.085,0.619,0.595,14.881,2.728,2
4.698,1.406,13.25,6.164,8.182,0.627,9.134,6.459,0.913,51.295,0.656,0.223,0.604,0.043,0.043,0.698,0.774,18.581,3.048,5
4.484,1.382,17.55,7.559,7.536,0.536,10.035,7.096,0.893,43.919,0.604,0.316,0.448,0.118,0.118,0.698,0.657,28.896,3.801,1
4.423,1.305,13.864,5.215,6.745,0.603,10.536,7.45,0.912,53.813,0.587,0.302,0.43,0.078,0.078,0.765,0.796,34.241,4.138,2
4.393,1.339,15.25,6.155,6.774,0.596,8.058,5.698,0.901,42.477,0.628,0.278,0.452,0.087,0.087,0.687,0.719,16.531,2.875,2
4.534,1.313,11.548,4.405,6.934,0.547,10.359,7.325,0.898,46.244,0.623,0.35,0.498,0.072,0.072,0.632,0.59,27.128,3.683,4
4.6,1.311,9.0,3.391,6.579,0.652,7.574,5.356,0.913,46.845,0.644,0.322,0.575,0.069,0.069,0.713,0.714,14.286,2.673,3
4.912,1.582,9.1,6.632,8.357,0.769,7.338,5.189,0.942,68.796,0.648,0.322,0.559,0.017,0.017,0.814,0.632,7.579,1.947,3
4.23,1.328,14.222,5.629,5.725,0.477,7.625,5.392,0.866,31.139,0.559,0.287,0.469,0.056,0.056,0.559,0.61,15.244,2.761,2
4.158,1.295,15.833,5.863,5.532,0.695,6.771,4.788,0.92,48.194,0.621,0.339,0.441,0.085,0.085,0.78,0.9,16.2,2.846,2
4.456,1.356,11.25,4.793,6.431,0.733,6.957,4.919,0.931,56.595,0.667,0.3,0.55,0.083,0.083,0.8,0.667,8.0,2.0,3
4.299,1.267,11.467,3.838,5.609,0.538,9.975,7.053,0.894,43.935,0.587,0.337,0.347,0.163,0.163,0.668,0.691,32.485,4.03,2
4.935,1.537,12.3,7.339,9.331,0.675,7.484,5.292,0.918,49.641,0.675,0.241,0.59,0.036,0.036,0.759,0.7,9.8,2.214,4
4.859,1.482,8.5,5.217,7.83,0.8,7.376,5.215,0.95,79.788,0.682,0.345,0.448,0.052,0.052,0.862,0.75,11.25,2.372,3
4.68,1.437,13.733,6.721,8.157,0.65,9.336,6.602,0.919,55.783,0.636,0.275,0.504,0.061,0.061,0.756,0.778,21.778,3.3,1
4.239,1.31,16.417,6.266,6.048,0.503,9.975,7.053,0.885,40.643,0.614,0.36,0.38,0.112,0.112,0.632,0.586,29.897,3.866,2
4.496,1.366,8.188,3.727,5.673,0.634,7.252,5.128,0.906,42.787,0.626,0.317,0.488,0.049,0.049,0.756,0.885,20.346,3.19,4
4.858,1.367,8.571,3.88,7.856,0.608,6.664,4.712,0.896,37.036,0.675,0.21,0.642,0.049,0.049,0.704,0.824,11.529,2.401,3
4.609,1.364,12.885,5.532,7.621,0.54,9.889,6.993,0.894,43.897,0.594,0.342,0.497,0.075,0.075,0.648,0.603,24.721,3.516,5
4.486,1.353,15.0,6.225,7.26,0.655,10.458,7.395,0.924,61.885,0.596,0.342,0.388,0.118,0.118,0.816,0.827,35.558,4.216,2
4.623,1.368,12.941,5.602,7.708,0.714,10.585,7.485,0.937,75.777,0.618,0.279,0.566,0.051,0.051,0.846,0.737,20.632,3.212,5
4.778,1.444,14.267,7.012,8.787,0.561,11.601,8.203,0.905,51.924,0.633,0.292,0.598,0.059,0.059,0.679,0.696,38.291,4.376,5
4.818,1.525,14.143,7.924,8.993,0.737,7.337,5.188,0.934,60.422,0.697,0.348,0.536,0.029,0.029,0.797,0.833,16.667,2.887,4
4.809,1.414,10.857,5.335,8.309,0.73,9.003,6.366,0.937,70.557,0.625,0.253,0.547,0.105,0.105,0.821,0.833,16.667,2.887,4
4.683,1.426,10.2,5.212,7.432,0.619,11.697,8.271,0.918,60.763,0.664,0.295,0.527,0.089,0.089,0.705,0.614,26.414,3.634,4
5.056,1.511,16.75,8.775,10.645,0.575,9.407,6.652,0.901,45.793,0.653,0.297,0.526,0.023,0.023,0.686,0.596,18.481,3.04,5
4.455,1.372,19.0,8.012,7.5,0.556,9.074,6.417,0.895,42.594,0.605,0.304,0.453,0.106,0.106,0.689,0.714,25.0,3.536,1
4.764,1.454,17.615,8.439,9.104,0.537,8.128,5.747,0.886,37.258,0.633,0.303,0.455,0.097,0.097,0.634,0.682,20.455,3.198,1
4.394,1.366,7.889,3.608,4.968,0.761,6.409,4.532,0.936,58.138,0.648,0.283,0.609,0.043,0.043,0.826,0.692,6.231,1.765,3
4.883,1.483,10.0,5.813,8.489,0.783,8.581,6.068,0.949,84.528,0.625,0.32,0.507,0.053,0.053,0.84,0.792,15.042,2.742,4
4.232,1.305,13.571,5.105,5.631,0.695,6.771,4.788,0.92,48.194,0.621,0.322,0.441,0.102,0.102,0.763,0.895,15.211,2.758,2
4.604,1.396,18.234,7.994,8.267,0.316,11.823,8.36,0.841,32.19,0.598,0.298,0.553,0.058,0.058,0.448,0.476,56.644,5.322,1
4.564,1.378,12.333,5.485,7.268,0.578,9.939,7.028,0.904,48.181,0.584,0.266,0.48,0.058,0.058,0.671,0.652,19.565,3.128,5
4.807,1.46,20.2,9.521,9.557,0.678,9.639,6.816,0.927,62.341,0.614,0.315,0.524,0.065,0.065,0.806,0.821,26.256,3.623,1
4.637,1.363,12.556,5.388,7.718,0.637,9.579,6.773,0.917,54.799,0.664,0.3,0.54,0.02,0.02,0.747,0.622,17.422,2.951,5
4.886,1.479,11.667,6.407,8.925,0.679,8.029,5.677,0.922,53.48,0.636,0.281,0.539,0.067,0.067,0.775,0.8,16.0,2.828,4
6.215,1.323,7.75,3.039,15.061,0.817,7.881,5.573,0.955,92.909,0.71,0.227,0.576,0.0,0.0,0.939,0.933,13.067,2.556,3
4.365,1.332,14.067,5.611,6.452,0.483,7.022,4.965,0.864,29.427,0.602,0.346,0.409,0.094,0.094,0.598,0.409,7.364,1.919,5
4.686,1.385,13.565,6.039,8.165,0.484,8.549,6.045,0.874,34.687,0.622,0.335,0.448,0.077,0.077,0.577,0.477,14.785,2.719,1
4.636,1.495,8.917,5.532,6.747,0.682,7.057,4.99,0.918,48.142,0.673,0.361,0.458,0.097,0.097,0.722,0.615,9.846,2.219,4
4.403,1.346,16.5,6.732,6.973,0.589,8.948,6.327,0.903,45.557,0.606,0.343,0.493,0.05,0.05,0.736,0.813,31.688,3.98,2
4.733,1.407,9.556,4.739,7.51,0.721,6.686,4.727,0.927,52.056,0.628,0.278,0.556,0.074,0.074,0.796,0.733,8.067,2.008,3
4.612,1.411,14.611,6.754,7.91,0.578,9.373,6.628,0.902,46.034,0.631,0.349,0.416,0.096,0.096,0.663,0.603,21.121,3.25,2
4.65,1.385,15.178,6.673,8.197,0.527,13.775,9.74,0.902,54.102,0.616,0.245,0.561,0.105,0.105,0.667,0.748,57.563,5.365,5
4.457,1.382,13.368,5.93,6.854,0.591,9.412,6.655,0.905,47.668,0.626,0.296,0.522,0.044,0.044,0.717,0.702,23.17,3.404,2
5.061,1.546,16.357,9.03,10.632,0.616,9.318,6.588,0.911,50.499,0.686,0.255,0.465,0.089,0.089,0.72,0.65,16.9,2.907,1
4.585,1.372,18.429,7.788,8.18,0.632,10.148,7.176,0.917,56.502,0.605,0.308,0.481,0.071,0.071,0.763,0.771,28.521,3.776,1
4.425,1.322,14.6,5.703,6.862,0.685,8.276,5.852,0.924,56.04,0.616,0.333,0.533,0.033,0.033,0.789,0.733,16.133,2.84,5
4.488,1.293,7.963,2.773,5.528,0.637,9.343,6.607,0.916,53.713,0.628,0.281,0.526,0.081,0.081,0.733,0.737,20.632,3.212,3
4.725,1.403,11.8,5.562,8.055,0.657,10.09,7.134,0.923,60.504,0.631,0.282,0.544,0.054,0.054,0.779,0.81,27.524,3.71,5
4.5,1.296,13.091,4.812,7.049,0.563,11.691,8.267,0.905,52.443,0.648,0.307,0.532,0.086,0.086,0.643,0.616,32.663,4.041,5
5.158,1.614,9.5,7.161,9.865,0.789,5.96,4.215,0.942,61.3,0.684,0.282,0.59,0.051,0.051,0.846,0.818,7.364,1.919,4
4.721,1.371,11.45,5.055,7.955,0.568,8.591,6.075,0.896,41.846,0.633,0.31,0.552,0.041,0.041,0.634,0.711,22.756,3.373,4
4.631,1.209,10.115,2.623,7.116,0.49,7.954,5.625,0.872,33.155,0.662,0.293,0.54,0.011,0.011,0.58,0.431,9.49,2.178,3
4.271,1.324,10.929,4.29,5.325,0.549,9.604,6.791,0.895,43.786,0.608,0.242,0.597,0.059,0.059,0.634,0.644,18.689,3.057,4
4.533,1.425,13.833,6.616,7.355,0.578,10.537,7.451,0.906,50.473,0.593,0.386,0.396,0.066,0.066,0.66,0.645,31.592,3.974,1
4.406,1.336,9.846,4.014,5.781,0.641,7.248,5.125,0.908,43.608,0.578,0.297,0.541,0.041,0.041,0.797,0.955,20.045,3.166,3
4.787,1.457,11.714,6.175,8.382,0.707,9.058,6.405,0.932,65.256,0.646,0.283,0.623,0.028,0.028,0.802,0.867,22.533,3.357,4
4.381,1.343,14.889,6.067,6.656,0.672,7.775,5.498,0.919,50.871,0.597,0.275,0.5,0.075,0.075,0.775,0.773,13.136,2.563,2
4.687,1.378,12.127,5.403,7.914,0.465,12.843,9.082,0.885,44.989,0.657,0.303,0.556,0.054,0.054,0.57,0.625,59.375,5.449,5
4.461,1.34,12.818,5.226,6.783,0.667,7.916,5.598,0.918,50.908,0.645,0.319,0.571,0.022,0.022,0.736,0.655,12.448,2.495,5
4.302,1.333,16.0,6.383,6.356,0.688,6.736,4.763,0.918,46.847,0.635,0.344,0.426,0.098,0.098,0.77,0.905,17.19,2.932,2
4.283,1.321,7.571,2.948,4.19,0.774,5.632,3.982,0.935,53.719,0.604,0.281,0.625,0.031,0.031,0.813,0.889,7.111,1.886,3
4.885,1.41,10.692,5.219,8.689,0.734,8.652,6.118,0.937,69.112,0.655,0.308,0.538,0.011,0.011,0.769,0.679,12.893,2.539,4
4.315,1.297,22.2,8.376,6.946,0.595,6.264,4.43,0.89,33.764,0.64,0.352,0.521,0.028,0.028,0.704,0.68,11.56,2.404,5
4.351,1.432,10.091,5.248,5.547,0.721,7.593,5.369,0.93,58.632,0.685,0.329,0.553,0.053,0.053,0.816,0.76,14.44,2.687,3
5.0,1.559,8.429,6.097,8.588,0.805,8.745,6.184,0.955,95.651,0.686,0.222,0.63,0.025,0.025,0.889,0.889,14.222,2.667,4
4.536,1.391,9.857,4.672,6.509,0.659,7.746,5.478,0.915,48.867,0.652,0.3,0.511,0.056,0.056,0.711,0.63,10.704,2.313,4
4.483,1.369,9.313,4.198,6.038,0.705,8.602,6.082,0.93,61.886,0.611,0.308,0.626,0.022,0.022,0.824,0.893,22.321,3.341,4
4.331,1.354,12.7,5.344,6.035,0.654,7.365,5.208,0.912,45.906,0.638,0.272,0.506,0.062,0.062,0.765,0.727,11.636,2.412,2
4.42,1.363,18.846,7.847,7.295,0.563,8.816,6.234,0.896,42.296,0.592,0.324,0.428,0.103,0.103,0.703,0.66,20.447,3.197,2
4.837,1.504,17.571,9.011,9.508,0.699,7.754,5.483,0.926,55.448,0.659,0.247,0.556,0.062,0.062,0.815,0.9,16.2,2.846,1
4.936,1.385,10.4,4.804,8.896,0.481,6.005,4.246,0.855,25.453,0.686,0.159,0.757,0.0,0.0,0.551,0.706,8.471,2.058,4
4.51,1.352,13.182,5.501,7.122,0.717,8.637,6.107,0.933,64.904,0.621,0.278,0.489,0.078,0.078,0.833,0.88,19.36,3.111,5
4.508,1.452,14.214,7.09,7.27,0.608,8.577,6.065,0.906,46.229,0.648,0.264,0.45,0.101,0.101,0.698,0.765,19.882,3.153,2
5.01,1.554,7.769,5.783,8.345,0.663,6.667,4.714,0.911,43.076,0.723,0.247,0.603,0.068,0.068,0.699,0.667,8.0,2.0,4
4.99,1.464,8.818,5.123,8.686,0.804,7.92,5.6,0.952,87.068,0.68,0.394,0.394,0.121,0.121,0.848,0.846,18.615,3.051,3
4.376,1.332,9.259,3.739,5.421,0.628,9.93,7.021,0.916,54.954,0.632,0.31,0.456,0.095,0.095,0.728,0.755,27.939,3.738,4
4.373,1.382,13.75,6.078,6.447,0.727,7.628,5.394,0.932,60.298,0.627,0.391,0.435,0.072,0.072,0.855,0.889,21.333,3.266,3
4.778,1.421,14.778,6.942,8.859,0.609,9.933,7.024,0.911,52.195,0.669,0.275,0.534,0.073,0.073,0.719,0.816,32.653,4.041,5
4.62,1.435,9.818,5.174,6.967,0.694,7.217,5.103,0.922,51.12,0.602,0.338,0.569,0.046,0.046,0.785,0.727,11.636,2.412,3
4.257,1.302,15.538,5.833,6.051,0.634,9.006,6.368,0.914,51.601,0.668,0.319,0.444,0.111,0.111,0.704,0.698,20.93,3.235,1
4.274,1.269,14.958,5.216,6.068,0.283,10.714,7.576,0.826,28.558,0.57,0.331,0.472,0.093,0.093,0.395,0.421,47.956,4.897,2
4.825,1.428,14.25,6.819,9.044,0.611,10.307,7.288,0.913,53.94,0.681,0.371,0.474,0.031,0.031,0.67,0.569,23.347,3.417,5
4.5,1.312,11.5,4.372,6.736,0.768,9.023,6.38,0.946,82.435,0.572,0.316,0.57,0.076,0.076,0.861,0.88,19.36,3.111,4
4.73,1.349,14.619,6.024,8.567,0.625,10.958,7.748,0.918,58.892,0.651,0.325,0.495,0.035,0.035,0.78,0.6,23.4,3.421,1
4.034,1.161,9.667,1.879,3.65,0.586,7.733,5.468,0.896,40.051,0.644,0.33,0.473,0.116,0.116,0.607,0.568,11.919,2.441,3
4.473,1.407,13.0,6.078,6.88,0.714,6.814,4.818,0.925,51.789,0.648,0.186,0.627,0.068,0.068,0.797,0.727,5.818,1.706,5
4.531,1.349,16.25,6.662,7.66,0.526,10.381,7.34,0.892,44.057,0.651,0.295,0.449,0.106,0.106,0.642,0.64,30.72,3.919,2
4.67,1.421,13.05,6.273,7.993,0.663,10.708,7.572,0.926,64.578,0.648,0.254,0.58,0.071,0.071,0.787,0.837,30.14,3.882,5
4.685,1.384,18.143,7.815,8.711,0.518,11.669,8.251,0.894,47.163,0.64,0.249,0.566,0.083,0.083,0.649,0.704,40.111,4.478,1
4.701,1.346,12.7,5.251,8.1,0.661,7.454,5.271,0.915,47.493,0.654,0.289,0.494,0.06,0.06,0.723,0.667,10.667,2.309,2
4.736,1.412,19.12,8.53,9.081,0.515,11.252,7.956,0.892,45.626,0.609,0.333,0.488,0.065,0.065,0.646,0.639,39.629,4.451,1
4.455,1.359,19.5,8.051,7.542,0.635,7.926,5.605,0.91,46.434,0.635,0.263,0.515,0.081,0.081,0.717,0.808,16.962,2.912,2
4.701,1.445,13.7,6.807,8.269,0.679,7.946,5.618,0.921,53.034,0.635,0.333,0.46,0.08,0.08,0.805,0.897,23.31,3.414,2
5.206,1.521,13.857,7.758,11.114,0.706,9.836,6.955,0.934,69.583,0.655,0.283,0.528,0.047,0.047,0.827,0.861,26.694,3.653,5
4.678,1.413,9.811,4.912,7.284,0.584,11.127,7.868,0.909,53.351,0.65,0.28,0.547,0.068,0.068,0.695,0.697,32.061,4.004,4
4.569,1.413,13.917,6.513,7.567,0.629,8.125,5.745,0.909,46.676,0.629,0.324,0.467,0.105,0.105,0.733,0.735,18.382,3.032,4
4.816,1.484,15.833,8.099,9.203,0.647,8.923,6.31,0.917,53.254,0.647,0.252,0.512,0.049,0.049,0.756,0.839,21.806,3.302,2
4.726,1.321,14.0,5.463,8.458,0.845,7.747,5.478,0.962,108.069,0.69,0.328,0.5,0.052,0.052,0.879,0.789,11.842,2.433,4
4.747,1.505,13.0,7.245,8.413,0.791,7.548,5.337,0.948,78.097,0.659,0.2,0.617,0.05,0.05,0.867,0.833,8.333,2.041,3
5.097,1.592,14.0,8.654,10.527,0.653,9.143,6.465,0.919,55.252,0.704,0.261,0.543,0.065,0.065,0.725,0.667,16.0,2.828,5
4.478,1.339,12.0,4.889,6.719,0.65,8.721,6.166,0.917,52.644,0.678,0.303,0.574,0.033,0.033,0.721,0.757,21.189,3.255,5
4.493,1.319,9.682,3.753,6.213,0.648,9.456,6.686,0.919,55.935,0.657,0.364,0.5,0.057,0.057,0.729,0.667,22.667,3.367,3
4.931,1.505,12.706,7.12,9.383,0.588,8.641,6.11,0.901,44.185,0.63,0.221,0.691,0.022,0.022,0.699,0.767,17.633,2.969,5
4.64,1.42,10.0,5.066,7.131,0.74,7.4,5.233,0.935,61.523,0.63,0.27,0.619,0.063,0.063,0.889,0.765,9.941,2.229,4
4.546,1.352,10.923,4.625,6.856,0.599,10.088,7.133,0.909,51.398,0.665,0.27,0.577,0.079,0.079,0.698,0.686,24.02,3.466,4
4.223,1.288,19.857,7.35,6.274,0.612,7.21,5.098,0.9,40.131,0.612,0.271,0.553,0.059,0.059,0.694,0.696,11.13,2.359,2
4.457,1.283,8.364,2.807,5.528,0.696,6.672,4.718,0.92,47.661,0.63,0.259,0.5,0.069,0.069,0.672,0.733,8.067,2.008,3
4.552,1.333,9.871,3.993,6.603,0.552,9.661,6.831,0.896,44.326,0.654,0.365,0.41,0.075,0.075,0.595,0.521,19.781,3.145,4
4.545,1.394,14.13,6.368,7.464,0.591,10.65,7.531,0.909,52.517,0.615,0.365,0.375,0.085,0.085,0.75,0.712,37.041,4.304,2
4.647,1.412,11.9,5.71,7.643,0.639,6.967,4.926,0.906,41.828,0.664,0.228,0.544,0.101,0.101,0.709,0.611,6.722,1.833,5
4.667,1.418,11.75,5.73,7.721,0.702,8.337,5.895,0.929,59.708,0.674,0.2,0.621,0.053,0.053,0.832,0.895,15.211,2.758,1
4.475,1.35,8.045,3.481,5.489,0.684,9.095,6.431,0.927,60.468,0.667,0.271,0.559,0.042,0.042,0.78,0.625,12.5,2.5,3
4.66,1.417,17.643,8.011,8.525,0.628,9.862,6.974,0.915,54.588,0.583,0.313,0.549,0.063,0.063,0.792,0.844,32.089,4.006,1
4.426,1.357,17.692,7.317,7.225,0.6,9.099,6.434,0.906,47.527,0.591,0.338,0.449,0.081,0.081,0.743,0.696,22.261,3.336,1
4.39,1.314,12.587,4.828,6.346,0.459,11.055,7.817,0.878,40.081,0.62,0.279,0.599,0.056,0.056,0.56,0.68,46.24,4.808,5
4.856,1.444,16.5,7.889,9.503,0.561,11.156,7.888,0.903,50.436,0.588,0.296,0.464,0.082,0.082,0.747,0.812,45.449,4.767,1
4.113,1.287,16.25,5.936,5.328,0.554,7.734,5.469,0.888,37.102,0.579,0.301,0.513,0.071,0.071,0.681,0.735,18.382,3.032,2
4.419,1.419,7.75,4.181,5.041,0.903,5.029,3.556,0.97,109.091,0.645,0.2,0.7,0.05,0.05,0.95,0.75,2.25,1.061,3
4.793,1.457,11.667,6.154,8.407,0.693,8.198,5.797,0.926,57.035,0.7,0.286,0.469,0.092,0.092,0.755,0.821,18.893,3.074,4
4.522,1.339,13.556,5.494,7.248,0.544,10.402,7.355,0.897,45.984,0.645,0.36,0.521,0.038,0.038,0.64,0.612,31.812,3.988,5
